Day,Solar Irradiance (W/m²),Panel Area (m²),Efficiency (%),Sunlight Hours (hrs),Energy Output (kWh)
113,1078.909295702772,15,19.930965350342404,5.997260592324979,19.34449729825278
114,1042.436113869325,15,18.444816599601033,6.807493417817245,19.63370579778696
115,990.021126953127,15,15.659701464831679,6.267719808718738,14.57567827239309
116,1061.4381770563155,15,16.201857951899438,6.351768953553059,16.384963393275
117,1041.1016230697344,15,15.717741766788508,5.323904277749885,13.067868941983477
118,855.9710176658108,15,19.288149657931136,5.848338418499587,14.483495267085416
119,1067.7676995469933,15,15.659472545287457,4.312485723158977,10.816153404699868
120,961.8026725746952,15,20.279976331246512,5.42939476665837,15.885324920023407
121,1042.2320465492187,15,15.143576435242739,6.783314061448608,16.059279646158373
122,1068.827389977048,15,16.745630515971243,7.812864122024745,20.975417284994112
123,895.4010424915591,15,21.23466673124335,7.852256451052082,22.394882031630633
124,833.0155773583031,15,20.029719226855722,6.222891476499567,15.574405233993335
125,868.3805487625825,15,15.510778330479814,6.426489007238328,12.984005962109238
126,928.1323365878769,15,20.74788273139626,4.74288474200387,13.699903831484649
127,1045.404429776748,15,18.451245850781433,6.781232432374123,19.620493248635974
128,1058.219174976903,15,20.927481190181805,4.282635170697545,14.226397045531378
129,802.0856391593572,15,19.205178421152752,5.138742743197778,11.873731455944206
130,953.2241907732697,15,19.77283122423001,6.673453389141769,18.867128404775993
131,925.2233009446337,15,21.954510922769956,5.241240526173957,15.969660291014241
132,866.632343141219,15,16.626348821468127,4.199387496457817,9.076303103080255
133,835.9596102001049,15,19.367619023329716,7.327481637403855,17.795390650256362
134,901.2845514210884,15,18.22224973040179,5.241320028538253,12.912069598755396
135,1082.8729111737557,15,15.27616367045884,4.252420899434714,10.551623718685667
136,896.9608796062266,15,15.101294490520056,4.299152658011461,8.734977779717088
137,955.6371865230099,15,15.834600044725011,5.007035195155014,11.365068103274957
138,1010.9056876685534,15,19.543642183769837,4.712063788886105,13.964280465852665
139,909.0888807137882,15,18.970141615393747,7.097200471120603,18.359263310538484
140,1091.5346248162882,15,18.87400692814609,5.286736186668138,16.337309066201303
141,1088.7341884826333,15,15.222997337697821,7.21878314015933,17.946397659592808
142,875.5346887476093,15,18.285120974520048,4.695383991292611,11.275441848360755
143,949.1745517677157,15,21.4723597248977,5.971516718176336,18.255837936105042
144,890.2634929450309,15,17.783143085174526,6.752148534212515,16.034681353941
145,885.4521483132403,15,19.374457288519196,6.60796341546342,17.004095324023034
146,811.0660842063598,15,20.458730729362003,6.404517639721075,15.940891754341129
147,982.869300193969,15,20.487476953993212,7.69928640772468,23.25551612874376
148,950.8037069686584,15,18.6349605767669,4.914100590826978,13.06034489402188
149,815.4436253749968,15,21.005663617816353,5.974876817848422,15.351491043324875
150,883.5939392709835,15,17.739646653546227,7.5359702002896345,17.71854781543518
151,1072.4797657899962,15,21.22085250349359,4.311575062380628,14.719028438930234
152,871.8685672000918,15,16.681590164768817,4.223553073012301,9.21420102138091
153,843.4684616273669,15,16.961514848933998,4.933209150233166,10.586545605128856
154,946.8358280832689,15,15.371844369393008,6.532084878152074,14.260795115507849
155,1095.6951362331802,15,20.56907285579598,5.0395185057992276,17.036671665701114
156,872.6165814534502,15,17.91938665362894,4.760959535235196,11.166892903783683
157,1001.6406642217636,15,16.603816297379794,5.835209261433168,14.556855186871159
158,1028.4858845986153,15,16.62253194331606,6.454392275077646,16.55168176342905
159,871.2912631977199,15,21.309799588604633,4.994230828066962,13.90921418272145
160,1018.4649045835579,15,20.837416203227257,5.202764746894968,16.562099234284837
161,910.334939815776,15,18.874716197500284,6.454237219246055,16.634809225099374
162,989.6917491780739,15,19.312775602910047,7.782953687957811,22.314150060937088
163,990.0589132282685,15,18.320278993852035,6.698966909752353,18.226035535510018
164,960.7324052224276,15,17.74166580015166,7.13161657433824,18.233753462986197
165,827.0869310163225,15,21.40833816852832,5.4672403790218755,14.520900276006758
166,1050.5907486767715,15,15.879288924642115,5.089017437537864,12.73473232988656
167,896.2340194915207,15,17.929127528013595,5.81707097281049,14.020910042288671
168,855.9555531199562,15,17.411933355915128,7.228531314846695,16.159932257472793
169,812.2325424664292,15,18.48705504175804,5.825198567162223,13.120491766077748
170,977.2678829564725,15,18.203423121816225,7.386901635159444,19.711526820771766
171,1003.2693085526847,15,18.63222672155757,7.955087922780509,22.305837293390372
172,804.9763486783569,15,15.97943284058896,4.288106662921345,8.27372953268761
173,953.6279174897843,15,18.59199051059294,4.181640624334815,11.120973629101272
174,867.9487325593814,15,16.696931697210477,4.598358811653448,9.99596805081947
175,993.551837122835,15,16.29031944291734,5.537478702937385,13.443843845335632
176,852.3099287014975,15,15.453839531503338,4.52416883658173,8.938486919544264
177,1007.2813214307398,15,20.338567911292987,7.482657910475024,22.994199784280053
178,916.0206038901613,15,17.99209344599592,4.092585004108255,10.117562781944944
179,1081.0189966210203,15,19.386505783182308,5.26317086534329,16.54518369230475
180,841.256283243798,15,20.093153403133204,4.738778517976821,12.015285395794661
181,902.3199053150776,15,19.755216657194875,7.726157320630129,20.658421830057875
182,834.0420563721767,15,18.293505033627774,6.677924019560112,15.283316504514499
183,1077.4080854835688,15,17.71528970266211,7.648121025805498,21.896489842472075
184,1063.2018060142943,15,17.631719367484646,7.889314841241573,22.184054191933846
185,877.3824883145467,15,19.480341578510394,5.988392974709477,15.35278192311163
186,997.9952138102537,15,18.463560484593113,4.937276432192105,13.6465419484851
187,1045.1666600603648,15,20.943925735919574,4.774915144786357,15.67835717603035
188,966.5602434798387,15,21.122913890286984,4.891675446743362,14.980684240572579
189,958.8951735068019,15,16.19392264604563,6.834373230488012,15.918903293305396
190,872.5556872701355,15,15.953635560820079,4.1617829124920025,8.690074553063011
191,827.9308303417697,15,19.412806482251995,4.20544429213086,10.138775899706244
192,1069.164727385998,15,17.108580236435955,6.432571769532601,17.649584789844194
193,1070.125417148999,15,15.129995031355692,6.568228586949626,15.951920716604079
194,989.9304371819803,15,21.220498685540687,6.661051697289841,20.98912464541734
195,901.7089373146102,15,16.588305370706657,5.487522018354365,12.312207629811274
196,904.7628723837983,15,21.504964561800662,7.223779554856613,21.08284642801722
197,1017.7867036610718,15,20.022041156147775,6.134498350906471,18.75147502581789
198,1069.133077985773,15,20.33857442938039,4.421862520037678,14.42277307275784
199,1066.125927279535,15,16.410230470552122,7.18839722826938,18.864552730014022
200,1033.9626637572871,15,16.63936097931769,7.812271145081834,20.160907058473278
201,992.6094938462863,15,18.64887427676846,4.240145252009435,11.773430896713592
202,825.2419894985146,15,16.204698968549035,5.565405354802319,11.163756253065426
203,848.4886142283841,15,17.138021848781225,5.950064179338991,12.978354133885144
204,1069.5662565581238,15,17.25023734563463,4.585883040313268,12.691618268487169
205,981.928717897877,15,16.117409532769347,7.470835791131508,17.735182128419243
206,802.7591154849889,15,16.436279833766125,5.136598579560176,10.166129996861718
207,830.4414628598097,15,20.519862894057795,7.13203415975264,18.230062312711986
208,999.0505307324167,15,16.170370981830878,6.683977928113264,16.196967271830037
209,801.5184751538656,15,15.199201742907457,6.392183289868093,11.680859372845193
210,848.2424154252496,15,19.40548459840257,4.768571394786218,11.773999849028659
211,964.6201368099759,15,21.83188183574715,4.882814082203623,15.424423584397182
212,1007.568559307808,15,17.31849670236185,4.189393618986277,10.965469323617102
213,995.5883778507801,15,15.830589922373766,4.962849719129066,11.73273605506817
214,867.2807928381679,15,18.992711277572717,5.381774437842056,13.29729933649774
215,1013.6537664042608,15,21.344479477669523,7.332581215449702,23.79706230247276
216,871.1747262490401,15,20.488432458799352,5.465570666859222,14.633249345793903
217,897.6199094477803,15,19.35761107888901,7.018487131062425,18.292750199239887
218,1023.9474215354072,15,17.205395476253194,5.75776912518195,15.215555830019689
219,994.8898697141644,15,18.79316121293354,7.139473247975554,20.02314432378617
220,1054.7670231482534,15,15.638713889129788,7.905086401748159,19.55939682010954
221,997.2838676901031,15,19.75261796996469,4.9593662322303205,14.654158945511533
222,970.4925810006415,15,20.075672132283557,7.449366447855505,21.77072598727676
223,828.1024303484278,15,21.755221360369433,6.487296345223099,17.53083338688153
224,910.31474091783,15,16.822781511215503,7.269177046354619,16.69805493522935
225,879.5607103045177,15,15.129194933301159,6.606343609071221,13.186637191577606
226,873.1968930137251,15,18.819259250990054,5.695798029096601,14.039787897361016
227,1091.9031664257336,15,19.9475335307777,4.912299757767162,16.049054381627773
228,917.9293174000281,15,20.532852331180916,4.2801409013246605,12.100626324051717
229,1067.613966553134,15,16.356172531173673,6.1420734578428675,16.08800508563662
230,989.3415877991788,15,16.832270083259164,7.961304378107462,19.886778828503655
231,1038.4433910624946,15,18.588136476871075,6.952167220056825,20.129368383049666
232,950.7911279315576,15,17.314205669790013,5.309382165596066,13.110611198039098
233,973.0711653879077,15,21.023580406112117,7.3088192003469405,22.42795941475163
234,947.7553081456592,15,18.316321076171043,7.075936000705626,18.425090455604035
235,858.5728963394133,15,20.59705050871402,5.126543173413827,13.598721720915433
236,1016.7356345784516,15,19.064338323376475,4.057229959176938,11.796431884808678
237,884.2317087322567,15,20.411630991319782,4.472650554135798,12.10876973303627
238,807.2947899294362,15,17.328710905712267,7.50922476124823,15.757407585022998
239,993.6416887721504,15,20.819916353512177,7.346252141219487,22.796379277280533
240,853.1332038221146,15,16.92200620885715,5.18083600351345,11.219145987060697
241,1082.1375753058742,15,18.822691656023036,5.140781705137682,15.706688364660916
242,1086.1785731007762,15,16.49804979221712,7.171459948409884,19.276699513715286
243,1074.4593170661346,15,18.328685651383353,7.750949879581688,22.89641492384708
244,911.0476100766333,15,17.22722646656092,7.1165490271904,16.753947137277873
245,804.6369849586603,15,16.8669240144605,6.4223147081230465,13.07430829809745
246,1078.4955687763177,15,21.768895126196263,4.970685401327218,17.50500698446392
247,928.4552444951943,15,16.120518738407114,6.102991656381043,13.701686351499049
248,1089.996445713101,15,20.511280862201765,4.934047434373058,16.54673999270289
249,1089.085993126776,15,21.889154716382507,7.2320456803870945,25.86089691928064
250,1055.902836640208,15,15.139310386180545,5.547844318070949,13.302876957092318
251,888.3346676208757,15,19.893191898294667,7.334788867976105,19.44285150436668
252,915.5293185805776,15,16.77038263889401,5.526436871930901,12.727751891910735
253,1055.341001455057,15,15.283414770298132,7.296597620799565,17.65325794756449
254,895.0766015468832,15,17.820227052696417,5.333271260660968,12.76022610206843
255,850.8478240058278,15,21.546524671196124,5.760530818470679,15.841010686922347
256,967.0403787375051,15,15.082355660568984,6.46195367737063,14.137378505443525
257,1080.8464322482344,15,19.11519984350847,4.281150456119675,13.267667711037182
258,1008.8089390024919,15,18.50977535016727,7.792828247261857,21.827119859102385
259,971.0183510268095,15,21.11368915059733,6.294423144495212,19.35703142445249
260,829.1529481312306,15,15.58801200164438,6.031280058763209,11.693004987859904
261,984.5021680097509,15,19.77068220920655,7.357575884479648,21.48148701648368
262,1097.016155031279,15,19.76076788903294,7.46305091958731,24.267470142735824
263,842.0252045709572,15,19.683560118035984,6.089041618116064,15.138015446063621
264,955.498895709121,15,21.596341464545258,7.709049303174549,23.861759122236116
265,1063.2119215783866,15,20.761612703048165,4.258951064305922,14.101809123536153
266,1022.2305853262613,15,15.293809083704542,4.45290316900487,10.442369241460485
267,1009.1047222985803,15,18.297579954931592,6.38715292005776,17.69002575702063
268,1010.7452251961328,15,17.785671393409334,5.416263447174335,14.605048442345943
269,907.8473453659266,15,17.171030547635613,5.856900664756795,13.695197706143324
270,888.077553279348,15,18.15935707607868,5.312316871588666,12.850694309606558
271,1042.8083466435542,15,17.689359294481843,5.6189012457797425,15.5474532667312
272,1043.0340184037543,15,18.026337299150658,7.290585388585198,20.5617287722791
273,1060.121695574031,15,21.854833059260496,6.373904799417218,22.15134226740863
274,1073.9721657669413,15,15.620430823247066,7.989378197133993,20.10436094772041
275,953.4027196582813,15,21.45561608887111,7.147516791283852,21.931271910031644
276,950.4548884061599,15,18.361656994297185,5.094665016407307,13.33675802549182
277,1039.4885536900326,15,19.36619571849679,5.057380470906785,15.271472495454468
278,994.9891792333295,15,20.811280766323858,5.343593080468029,16.597466621091204
279,1010.590063177311,15,17.523241204044787,7.373037922590971,19.58516295356787
280,1038.7378008308303,15,18.012953356615768,4.109150602602263,11.532784542833936
281,1067.0016025452699,15,17.866629361951,4.92072511548503,14.071100465048875
282,901.3985470554608,15,17.62311715775032,7.619673681377067,18.156294307434838
283,912.6748857919832,15,21.478705251528265,6.559585744333008,19.288207561872028
284,828.1945819522607,15,20.802509238351085,4.907388382004226,12.682059839127941
285,973.4840422988522,15,15.762999929040832,4.876579872930321,11.224688854941576
286,810.7826821390227,15,15.756863467339672,7.450472407037722,14.277405864750714
287,939.679405439738,15,17.99508660397094,7.575030033108186,19.213623131354893
288,962.793390412273,15,15.690601637129664,5.024524363848461,11.385678387599036
289,885.9623756384854,15,19.333651666897836,5.682041432306129,14.599057662194761
290,977.2499781707032,15,16.005841250832137,7.338382954513269,17.217726519288295
291,809.1500749817149,15,18.656612847767608,7.084029754439541,16.041076640888193
292,811.2044566247644,15,15.050539629026025,7.255664426264338,13.287731595685807
293,1046.7801681978974,15,17.216174438888526,6.073592763151876,16.418333326217148
294,908.0571924233789,15,19.74033506570859,7.6461961932206925,20.559115152735764
295,838.1181537955654,15,18.38827258159494,5.303806175817741,12.260977186245427
296,956.6729780164413,15,21.847886401992916,4.626688537390072,14.50555865693169
297,1030.9980659295832,15,21.118726572463476,6.83492933025946,22.322912941224402
298,864.746308249053,15,17.51349545330206,6.1574176640275855,13.987864699539253
299,986.8671427457001,15,15.318405790305922,7.4183430752379245,16.82172127942172
300,825.6042394981304,15,20.919384100805132,4.32463699649886,11.203706593384124
301,815.5045163505823,15,21.3786401722027,7.374769613752267,19.28617773921248
302,959.4063894704444,15,20.744391753933257,5.173178612835288,15.443724453544093
303,962.190536483032,15,15.895649586438354,6.6194226686727315,15.186256586564413
304,991.2289704494619,15,21.985405940886015,4.160515156313023,13.600248475617505
305,1017.8274001167985,15,16.810089550869417,6.438325185214403,16.523739217718415
306,1092.7556238387604,15,20.06943438965859,6.869086756749343,22.596878160188275
307,954.8901044903586,15,21.35624413435005,5.475000858022481,16.747643985608185
308,896.8869418823738,15,16.649809800314966,4.8616428210485605,10.88983464542362
309,1038.5558584306111,15,21.357809882739463,6.15052270641418,20.463968631739423
310,881.2496753786222,15,17.16637105436407,7.3327632177425865,16.639351116762388
311,931.6914262116909,15,21.834892556688395,5.294189433186603,16.15525785170795
312,823.5369144026798,15,16.968820142663322,5.009877190085119,10.501541580531036
313,807.6052230246372,15,21.674050773304845,5.11574123455075,13.431948971919555
314,1088.7945244033776,15,15.374812556248724,7.796528611666657,19.577097056006817
315,1050.7940361536616,15,19.96490408168869,5.437107663058239,17.109763995963153
316,1008.7922618281094,15,18.724777936859027,4.014416959553149,11.374495833635802
317,922.685883324281,15,18.345139539859115,7.126724831838478,18.094898251979718
318,851.9882960212537,15,16.56446019979088,6.797099181341561,14.388839975603217
319,846.9311128013259,15,19.939170528435444,4.5142730584118755,11.434949714710207
320,875.0728694493786,15,16.33566644012415,7.93961699653965,17.024402871458697
321,964.7679994118362,15,18.869892571893377,6.432249141220445,17.564930439249
322,1014.3787768100187,15,16.772717541281757,6.003117963762406,15.320457136239977
323,998.0592130153194,15,21.689349658469492,5.528877070491564,17.95275197940514
324,883.9801690837828,15,15.20041835684957,7.594691022254551,15.30732955843757
325,1086.4595841989583,15,16.398097960778657,4.975853925674253,13.297375518404547
326,1021.3690750087305,15,16.696174244712132,5.143075600879607,13.155696323305856
327,966.3062157534202,15,17.898474780374716,4.489643226746267,11.64753132516096
328,983.5162238703057,15,16.629111693090376,7.036476382337041,17.26223688683981
329,925.880018728337,15,18.439443631881495,6.382197121623413,16.34421240521448
330,874.3192968503472,15,21.107258662809773,6.436264677017993,17.816691093240816
331,906.7918035953785,15,19.984443949864193,4.8738817240778545,13.248475278720061
332,1027.3538331393106,15,19.059733863745777,6.604673556508335,19.39900673714161
333,804.3180465889268,15,15.623022245878758,7.061833788987456,13.31072205546935
334,834.8217921520749,15,19.85794475872493,5.431554122902757,13.506519379807957
335,813.8007926065259,15,16.16489999017658,7.2053885758468486,14.218042112462927
336,812.2186406956911,15,20.504571701731884,5.395162354128084,13.477813173146846
337,1056.6381752033021,15,16.75039730957107,7.032553846037151,18.67049082108505
338,1011.0973578140071,15,17.919341098246306,4.134920429830876,11.237596331079427
339,942.2521487261976,15,17.453291416225497,6.204658405894611,15.30571464871389
340,829.3502481953004,15,21.011697402723996,7.8781062425595465,20.592648622326585
341,947.4847625350496,15,15.885811210993857,7.924978402729563,17.89249801889733
342,942.0415312341697,15,18.95951417669352,5.127010313366963,13.73576033341774
343,851.9605609730046,15,15.994431266101437,5.765596364321421,11.784842617088314
344,930.1554947713919,15,19.933570852925307,4.251911631946532,11.8254084198585
345,919.5514203192121,15,21.335546894561368,7.493365230418399,22.051998742974014
346,984.7550294156649,15,18.042253577070774,6.274288612560857,16.72148105040125
347,990.5280952602932,15,18.416645821854832,5.5404027157620686,15.160374407451128
348,813.5912029316133,15,21.491959855379335,4.451082233956612,11.67452291041261
349,912.3837843879413,15,18.6469397205455,7.787069141987557,19.87240432852096
350,987.7579747142709,15,18.413189066346927,6.120876191283974,16.69876723971169
351,950.9408775740263,15,19.04830371893013,5.1317117163316155,13.943228154678973
352,1056.9469523564967,15,19.824608154540662,5.400860520526038,16.97508757335282
353,997.6080894856835,15,15.74818362560922,5.082788723688591,11.977984562225535
354,848.880328124429,15,20.747773694190613,6.407239235427923,16.927006885189478
355,821.170624220129,15,18.048535192172814,7.719854303122039,17.162309457381074
356,992.7257834618947,15,15.5064395692824,7.426775213306257,17.14876823953667
357,807.9533931624866,15,20.503278684387492,5.84152350170391,14.515333258950347
358,975.732674382039,15,17.638649801803904,7.305997449204032,18.86109756438179
359,1082.0690724274873,15,15.702572465665378,5.69242192510532,14.508219994119306
360,972.6422533627637,15,19.43645327680275,5.0092285630345526,14.20470628848763
361,916.4509778619565,15,21.16091947403549,7.9336604610657115,23.078556555416355
362,992.986465532706,15,21.214274565897902,5.215550271883288,16.48021637436802
363,937.475867147455,15,21.703644323662814,5.294896923947634,16.160006442326182
364,963.6850367947804,15,21.073938218366816,7.958771471146089,24.244772416953147
365,1082.4394426329575,15,15.014986435418326,4.5357099726626195,11.057707274224592
366,915.8307913402323,15,17.661688164893732,7.04213595203878,17.08610683936464
367,1088.3571691471743,15,20.72979805933852,7.743251033930906,26.204815843849147
368,1071.6051925868192,15,17.56377104198932,6.047179977101674,17.072484608079968
369,858.7373404367889,15,19.210839544657944,4.010087046811281,9.923200155308612
370,820.8083902625497,15,19.244218631621724,5.500235776452425,13.032106938650724
371,830.233400413228,15,17.55517712827176,4.446275969539308,9.720600410768915
372,805.4665476954649,15,21.331317490969013,5.6647506437347825,14.599475189710816
373,828.3328882267786,15,18.522598417702824,7.160107046569139,16.478496736074455
374,1004.902032024907,15,18.253489441562508,5.754846195535202,15.834144486460342
375,821.3565945380687,15,21.982596219633272,5.72770048538369,15.512517692772278
376,895.6926890881284,15,18.454502548508316,6.2271579076753865,15.439829854450227
377,1053.4625932908364,15,16.24878776350007,6.32676233899072,16.24474375082447
378,806.9815807207477,15,18.591485960044068,7.425185235195885,16.709993330469942
379,1044.3405447766806,15,20.69811714863951,5.233421756915806,16.968754810077638
380,884.55643243202,15,20.438022288287968,7.286685057472064,19.759942272812722
381,835.4494482864968,15,20.520072355759297,6.263734994768189,16.107335280553574
382,1009.0211496092452,15,19.95616648798538,5.202118198868588,15.712629229689027
