Hour,Plant Capacity (MW),Efficiency (%),Demand (MW),Fuel Consumption (tons),Power Generated (MW)
116,100,40,57.32059939540834,2.6701834095914823,22.928239758163333
117,100,40,59.78445867902097,2.88454535981207,23.913783471608387
118,100,40,69.65389416333494,2.9454772726182705,27.861557665333976
119,100,40,55.041266802686565,1.513988258962336,22.016506721074624
120,100,40,58.66017513911064,2.937231247431625,23.464070055644257
121,100,40,67.4476205725677,2.6102916286944264,26.97904822902708
122,100,40,66.48345027491834,1.6260753483957033,26.593380109967338
123,100,40,87.46357428378658,2.1228607031680897,34.985429713514634
124,100,40,53.73911525632122,2.5500682118692635,21.49564610252849
125,100,40,93.02253678331718,2.935028238991574,37.20901471332687
126,100,40,90.81160853697274,1.7462120904170888,36.324643414789094
127,100,40,88.29958198459693,1.691599922890431,35.31983279383877
128,100,40,65.46861812315663,2.208520579892818,26.187447249262654
129,100,40,91.14408927703937,2.952148340607734,36.45763571081575
130,100,40,59.14010401446404,2.957068822887016,23.656041605785617
131,100,40,56.22046029275141,1.841872111579364,22.488184117100563
132,100,40,52.247816674474365,1.979020721957186,20.899126669789748
133,100,40,96.9655181502788,2.8620479784669817,38.78620726011152
134,100,40,65.40054488526368,2.6022622362780963,26.160217954105477
135,100,40,95.8808940088953,2.9584746429864275,38.35235760355812
136,100,40,63.630678075966486,2.8397225445233314,25.452271230386593
137,100,40,95.37829796681748,1.822644075470615,38.151319186726994
138,100,40,95.19645264230442,2.639590289119025,38.07858105692177
139,100,40,96.18380225053565,1.5728478473401748,38.473520900214254
140,100,40,74.80767196420969,2.726749168112211,29.923068785683874
141,100,40,93.29731433994459,2.402335143666912,37.318925735977835
142,100,40,97.538294808366,2.9341514439546925,39.0153179233464
143,100,40,66.23084709485897,2.9400486832036177,26.49233883794359
144,100,40,70.94372028412775,1.5762226635365328,28.3774881136511
145,100,40,85.9620093667872,1.7407822283336518,34.38480374671488
146,100,40,65.01799108616504,2.226310570978037,26.007196434466017
147,100,40,87.69046544563295,2.8192402874192237,35.07618617825318
148,100,40,53.6946072606767,2.7216677134440843,21.47784290427068
149,100,40,76.1749192144271,2.9465550395276683,30.469967685770843
150,100,40,56.11567420418726,2.427126175667011,22.446269681674906
151,100,40,64.66617382183382,1.8848452793424308,25.866469528733532
152,100,40,62.9312696243236,1.537659959257766,25.17250784972944
153,100,40,91.9466036781333,1.8343897360808235,36.77864147125332
154,100,40,59.67586277030988,2.512909796930437,23.87034510812395
155,100,40,90.42239600795594,2.88941223501452,36.16895840318237
156,100,40,89.6980172953961,1.981355500962397,35.879206918158445
157,100,40,74.94415277786149,2.813556495433943,29.9776611111446
158,100,40,61.69216277980648,2.0923473725117345,24.67686511192259
159,100,40,61.34481699781114,1.9624068740528255,24.537926799124456
160,100,40,73.24623235579239,2.263266364208727,29.298492942316955
161,100,40,50.440450369675816,2.1634102386144227,20.176180147870326
162,100,40,76.5675377305683,2.870699802775527,30.62701509222732
163,100,40,97.63897628835278,2.20238542111219,39.05559051534111
164,100,40,57.735344093129825,1.9160030808346131,23.09413763725193
165,100,40,78.66728107378017,2.7638483662528555,31.466912429512067
166,100,40,98.08893443222284,2.99812426748935,39.23557377288914
167,100,40,93.02610697458002,2.472257128771986,37.21044278983201
168,100,40,92.51900581906702,1.875692053404538,37.00760232762681
169,100,40,91.09249651980946,1.858222615519769,36.43699860792378
170,100,40,65.45118030280928,1.5865600443228898,26.18047212112371
171,100,40,94.5308415633406,1.6159395577711273,37.81233662533624
172,100,40,97.06701756165856,2.8724746427741437,38.826807024663424
173,100,40,74.78962116495197,1.644730660574326,29.915848465980787
174,100,40,67.72855236297293,2.2265157724151683,27.091420945189174
175,100,40,70.71145078029281,2.5471826695397675,28.28458031211712
176,100,40,66.71032209156328,2.7755321741604044,26.684128836625316
177,100,40,60.620922101227,1.756906425380591,24.2483688404908
178,100,40,80.92242351264447,2.1566680186880354,32.36896940505779
179,100,40,78.12984431226614,1.8772202925206662,31.251937724906455
180,100,40,73.12925355196379,1.8837346349499025,29.251701420785512
181,100,40,54.79226933424159,1.9557589612300137,21.916907733696632
182,100,40,89.84464823529999,2.380674321627701,35.937859294119995
183,100,40,58.74667813753946,1.5248662075283823,23.498671255015786
184,100,40,55.728102169802405,2.113149429473292,22.291240867920962
185,100,40,81.15356977414737,1.7802452028491889,32.46142790965895
186,100,40,69.93221806188616,2.950677762768952,27.972887224754466
187,100,40,52.99042376761648,2.3740937388754655,21.19616950704659
188,100,40,67.7784177480529,2.802143203245484,27.11136709922116
189,100,40,88.58901761424815,1.793534980154418,35.43560704569926
190,100,40,80.76246026085488,2.7150235489856818,32.304984104341955
191,100,40,68.13930114934985,2.12217369195785,27.25572045973994
192,100,40,59.590239581729406,1.7665420332741038,23.836095832691765
193,100,40,81.58978104023866,2.641867803582349,32.635912416095465
194,100,40,94.37776504731777,2.6430166464229217,37.7511060189271
195,100,40,82.31363590079569,2.9938318602960914,32.92545436031828
196,100,40,90.64519273251122,2.671405892697246,36.25807709300449
197,100,40,76.07639192771855,1.7179008718906918,30.430556771087417
198,100,40,85.89855533705145,1.9838171126785924,34.35942213482058
199,100,40,94.81133868891762,2.177590375936719,37.92453547556705
200,100,40,88.65894891293276,1.6899792085646927,35.463579565173106
201,100,40,95.49269766990729,2.682058461671721,38.19707906796292
202,100,40,71.55698010580299,2.2900478068688797,28.622792042321198
203,100,40,95.21101275635283,2.9166743536436304,38.08440510254113
204,100,40,81.07836172408538,2.3839622167887304,32.43134468963415
205,100,40,93.50243830408468,2.2843486256073806,37.40097532163387
206,100,40,51.96882652189177,1.6071377293992966,20.78753060875671
207,100,40,82.8926190956768,1.7240188574168667,33.157047638270726
208,100,40,92.39875394389493,2.774289115146227,36.95950157755797
209,100,40,58.71010168215999,2.9860139667387124,23.484040672863994
210,100,40,83.08934667324615,2.122768703847404,33.23573866929846
211,100,40,91.24773571083156,2.7151291255873935,36.49909428433263
212,100,40,64.39746848163185,2.4413786494959777,25.758987392652738
213,100,40,70.2623163953196,2.9385889105075704,28.10492655812784
214,100,40,78.47588592496098,1.85720585316614,31.39035436998439
215,100,40,75.9583844442281,2.3172536145119143,30.38335377769124
216,100,40,51.95946965185678,2.1131937275138934,20.783787860742713
217,100,40,54.93360490427067,2.312573963914523,21.973441961708268
218,100,40,55.02332896521806,1.9032871251282828,22.009331586087228
219,100,40,63.11339527495875,2.246619244073616,25.2453581099835
220,100,40,62.293205640122466,2.437206220087148,24.917282256048985
221,100,40,87.11111918933997,1.6218238259992381,34.844447675735985
222,100,40,78.63721930080723,2.614480882211435,31.45488772032289
223,100,40,88.19880423226206,2.559784444740626,35.27952169290482
224,100,40,53.49480287054351,2.8206864021772278,21.397921148217407
225,100,40,74.26071187358004,2.1387848277148884,29.704284749432013
226,100,40,66.18877896326347,1.5925036989220767,26.47551158530539
227,100,40,92.49696553778732,2.1921916935325303,36.99878621511493
228,100,40,85.38945784549517,1.7064137580929422,34.15578313819807
229,100,40,93.46292354133982,2.4711702202827266,37.38516941653592
230,100,40,52.321356120303,1.5706972861969588,20.9285424481212
231,100,40,86.04117447833002,2.0609946093415425,34.416469791332005
232,100,40,77.0004176079789,1.624264347731243,30.80016704319156
233,100,40,91.25000145077829,1.505049651107405,36.500000580311315
234,100,40,75.35802954629105,2.9408358358523876,30.14321181851642
235,100,40,77.01045389509545,2.9941910220394203,30.80418155803818
236,100,40,52.58836904710326,2.3332544272977196,21.035347618841303
237,100,40,83.42614325179834,1.8584337749182258,33.37045730071934
238,100,40,63.656993780252506,2.8666485552129863,25.462797512101
239,100,40,50.98469610894102,2.8845548956141602,20.39387844357641
240,100,40,53.3218581253015,2.781763336756059,21.328743250120603
241,100,40,97.86428044830129,2.316554976851073,39.14571217932051
242,100,40,67.30386447899235,1.6120532413440412,26.92154579159694
243,100,40,93.40378143105795,1.6326583913051969,37.36151257242318
244,100,40,97.9838617034628,2.8449296815689826,39.19354468138512
245,100,40,97.16335944186613,2.813740271185844,38.86534377674646
246,100,40,94.08626203497101,2.151595873771827,37.63450481398841
247,100,40,94.74219562306504,1.992231929214638,37.89687824922601
248,100,40,64.45040221704758,2.466185880216153,25.780160886819033
249,100,40,57.57349451301791,2.7104819223832872,23.029397805207164
250,100,40,81.96312810439619,2.5975274130777315,32.78525124175847
251,100,40,74.4052795934412,2.4234044070760596,29.76211183737648
252,100,40,54.93733593475855,1.8472665666672472,21.97493437390342
253,100,40,83.87706580112055,1.8937573038310727,33.55082632044822
254,100,40,78.14300037423867,2.5861012220965525,31.257200149695468
255,100,40,93.15337004052196,2.703929778676547,37.261348016208785
256,100,40,80.45918978441993,1.6742027821493848,32.18367591376798
257,100,40,78.69730898608768,1.780945571566959,31.47892359443507
258,100,40,72.0375861666314,2.520705393266057,28.81503446665256
259,100,40,73.13935349444351,2.0834798812071016,29.255741397777406
260,100,40,97.7190613489558,2.344939300906546,39.08762453958232
261,100,40,56.92230047001197,2.422222428983454,22.768920188004785
262,100,40,72.31094092910936,2.6643052009009978,28.924376371643746
263,100,40,82.79136169634214,2.7085754260753614,33.116544678536854
264,100,40,71.65053227951998,1.9201443678921848,28.66021291180799
265,100,40,64.16078135203789,2.311945093383257,25.664312540815153
266,100,40,64.36786853814274,1.6852859079328204,25.7471474152571
267,100,40,61.682802312885784,2.763022753046323,24.673120925154315
268,100,40,67.19516002915448,2.7681719074997932,26.87806401166179
269,100,40,93.58373877917835,1.9492585784991847,37.43349551167134
270,100,40,75.26122751614976,1.7409303111330638,30.104491006459906
271,100,40,62.01193640389092,1.6051376673003999,24.804774561556368
272,100,40,69.22633585132662,2.362464662867379,27.69053434053065
273,100,40,55.291520603928404,1.6371421505998196,22.11660824157136
274,100,40,95.2017869869369,2.5208922669309,38.08071479477476
275,100,40,70.4098916045716,2.5171896015512196,28.163956641828637
276,100,40,99.01956022965379,2.420981110697437,39.60782409186152
277,100,40,67.37693866312597,2.8148407527946415,26.950775465250388
278,100,40,91.81780236135606,2.0674210390936976,36.72712094454242
279,100,40,62.81926566457266,2.8534043739368666,25.127706265829065
280,100,40,53.80764466888011,1.5553880532691964,21.52305786755204
281,100,40,51.586668083690036,1.6691354818821114,20.634667233476016
282,100,40,80.30842133223918,2.118308343777665,32.12336853289567
283,100,40,65.57868358367946,2.3909895280328604,26.231473433471784
284,100,40,72.17599402379142,1.5485634549590483,28.87039760951657
285,100,40,90.93235178003977,2.3511517071363963,36.372940712015904
286,100,40,62.40540428474011,1.961097474724547,24.962161713896045
287,100,40,65.43262383674566,2.8307202117177437,26.173049534698265
288,100,40,92.26680925293337,2.299926887503096,36.90672370117335
289,100,40,74.6381136671752,2.3818408623261504,29.855245466870084
290,100,40,91.38325835262438,2.918432716672325,36.553303341049755
291,100,40,68.72380017331582,2.6462565399818905,27.48952006932633
292,100,40,69.91849904135543,2.1574098992201485,27.967399616542174
293,100,40,58.35691808891281,2.215319422434029,23.342767235565127
294,100,40,95.81729267974832,2.471885802839098,38.32691707189933
295,100,40,94.83918470063048,1.8002988249757697,37.935673880252196
296,100,40,99.21085072823868,1.632976260741184,39.68434029129548
297,100,40,70.12235635848558,1.9668547739184277,28.04894254339423
298,100,40,90.9307470879321,2.6675741969043454,36.37229883517284
299,100,40,70.74768658360593,1.8859856981549266,28.299074633442373
300,100,40,72.71493944604865,1.6961388005038796,29.085975778419456
301,100,40,91.49996967974123,1.8285338976933905,36.59998787189649
302,100,40,58.86833854431998,2.5184593680085596,23.547335417727993
303,100,40,61.01554672308762,2.420922085040278,24.406218689235047
304,100,40,65.73641201979075,2.5324724959446545,26.2945648079163
305,100,40,89.40895162500289,1.9829371840205732,35.76358065000115
306,100,40,68.63257746840414,2.8512841903999075,27.453030987361654
307,100,40,67.90841041403809,2.1776555359922183,27.163364165615235
308,100,40,99.9408172627621,2.2705695478904153,39.97632690510484
309,100,40,69.19030715497396,2.923211964003191,27.676122861989583
310,100,40,62.38852681577935,2.9689159019174634,24.95541072631174
311,100,40,81.16068391004717,2.492314088874828,32.46427356401887
312,100,40,90.09399759775005,2.9172197888636866,36.037599039100016
313,100,40,53.480391686157965,2.312261079510665,21.392156674463187
314,100,40,80.94461155692375,1.9609244183501575,32.3778446227695
315,100,40,51.786772794011235,1.9726392839498121,20.714709117604496
316,100,40,76.3166175489759,2.338410884823518,30.526647019590357
317,100,40,62.84957818789046,2.407554180982798,25.139831275156183
318,100,40,65.33208488365929,2.1594256048796234,26.132833953463717
319,100,40,73.35479819911913,2.825657225267766,29.34191927964765
320,100,40,96.35537303727935,2.1400441780703257,38.54214921491174
321,100,40,85.53336532939383,1.9101354704965017,34.21334613175753
322,100,40,96.84227981422481,1.5119728175153098,38.736911925689924
323,100,40,82.99855022793389,2.955853917236455,33.19942009117356
324,100,40,50.35538735439298,2.7364699247144166,20.14215494175719
325,100,40,63.27925986738388,2.4233393770279936,25.31170394695355
326,100,40,95.2886288860187,2.745813380855192,38.11545155440748
327,100,40,82.17227604838723,2.715433845376416,32.86891041935489
328,100,40,99.08236182851374,2.8977761703387377,39.632944731405495
329,100,40,57.798200960914784,2.0791015250405622,23.11928038436591
330,100,40,64.83739165532597,2.332278363128911,25.93495666213039
331,100,40,68.11838297585182,1.647942035580369,27.24735319034073
332,100,40,66.32789090836553,2.9479731385784596,26.531156363346213
333,100,40,62.599576507494035,2.9776906039237496,25.039830602997615
334,100,40,72.17328578783889,2.6836263718968025,28.869314315135558
335,100,40,82.11490616846856,2.1811814747225053,32.84596246738742
336,100,40,65.5628461443348,2.2448501263715364,26.22513845773392
337,100,40,53.984996165712786,2.153050399481786,21.593998466285115
338,100,40,85.42662634465816,1.9399659547833457,34.17065053786327
339,100,40,72.95082778906342,2.29168710832315,29.180331115625368
340,100,40,77.82411530450315,1.5801676042508501,31.129646121801258
341,100,40,72.77003285819575,2.9878305929057527,29.1080131432783
342,100,40,94.5178751727455,2.1360752027462113,37.8071500690982
343,100,40,77.937249858319,2.8910498760556593,31.174899943327603
344,100,40,96.16384199258749,2.5864071909900055,38.465536797035
345,100,40,75.52876707780001,1.934914375295901,30.211506831120005
346,100,40,64.62940811201409,1.8330789272619037,25.851763244805635
347,100,40,67.77212935880982,2.993513150643534,27.10885174352393
348,100,40,76.10646467923928,2.6581895325810536,30.442585871695712
349,100,40,76.49947189025043,1.8744922112240114,30.599788756100175
350,100,40,84.36688507744745,1.601167572265891,33.74675403097898
351,100,40,61.22474360933154,2.545374817952068,24.489897443732616
352,100,40,82.94214499827508,1.9545246852166145,33.17685799931003
353,100,40,88.92940041903762,1.8319962189415762,35.57176016761505
354,100,40,83.8295994733495,2.602406122724004,33.5318397893398
355,100,40,74.09140549087954,2.518891983981521,29.636562196351814
356,100,40,99.5840325558417,2.2221190121402867,39.833613022336685
357,100,40,70.24065795646081,2.9139838991555598,28.096263182584323
358,100,40,55.32953072899146,2.5194575490862365,22.131812291596585
359,100,40,91.07521077036715,2.840129340929864,36.43008430814686
360,100,40,60.61006094402091,1.7858294135245787,24.244024377608362
361,100,40,85.6642786451221,1.944968865121333,34.26571145804884
362,100,40,58.948814135756294,1.6567802005405925,23.579525654302515
363,100,40,50.84386954289697,1.9568699968080532,20.337547817158786
364,100,40,57.989930189451286,2.957667493809571,23.195972075780517
365,100,40,68.84943482879109,2.944284369138451,27.539773931516436
366,100,40,55.33091235648992,2.6405795318264866,22.132364942595967
367,100,40,59.8839542117841,2.281572394174436,23.95358168471364
368,100,40,88.23131388421965,2.6711696981883675,35.29252555368786
369,100,40,88.49418039885654,2.33023042682058,35.39767215954262
370,100,40,90.87441135954884,1.505262757007165,36.34976454381954
371,100,40,92.05776182737962,2.2523206109154232,36.82310473095185
372,100,40,71.02179473068777,2.3983851690165787,28.408717892275106
373,100,40,93.37748303467643,1.8986225362545062,37.350993213870574
374,100,40,76.29684375070215,1.8049403463624922,30.51873750028086
375,100,40,73.52985584680042,1.910713642208477,29.411942338720166
376,100,40,85.92681644978879,2.4354416242767987,34.37072657991551
377,100,40,60.69092056799536,1.7190961724033287,24.276368227198148
378,100,40,89.47486884137359,2.580492451994249,35.789947536549434
379,100,40,71.47329132831015,2.134012231442414,28.58931653132406
380,100,40,56.36477070018802,2.0300217888079883,22.545908280075206
381,100,40,55.96559567584838,2.7108469375205293,22.38623827033935
382,100,40,58.24533719233501,2.2590948741547896,23.298134876934004
383,100,40,94.52863671218913,2.0676008417863923,37.81145468487565
384,100,40,99.54689111295238,2.817232073340907,39.81875644518095
385,100,40,67.84868996006418,2.0523774482992136,27.139475984025673
386,100,40,64.60719261026487,2.788500424415056,25.84287704410595
387,100,40,60.93854862971686,2.2562980476938375,24.375419451886742
388,100,40,91.19082385836228,1.812010646182511,36.47632954334491
389,100,40,60.460374120943804,2.4192272821666254,24.18414964837752
390,100,40,96.20450649651349,1.9279852894049418,38.4818025986054
391,100,40,83.36751894856414,1.7207326982642928,33.34700757942565
392,100,40,94.85638958345973,1.6297940570966691,37.94255583338389
393,100,40,77.70049271970731,1.862546003696163,31.080197087882926
394,100,40,84.53399310912484,2.604831963003287,33.81359724364994
395,100,40,80.97290503288538,2.756998833563614,32.38916201315415
396,100,40,91.55977281618985,2.7925812689728824,36.62390912647594
397,100,40,91.79304055929406,1.9052224105649156,36.71721622371762
398,100,40,79.48964999225626,2.4914593994180128,31.795859996902504
399,100,40,81.62538246648862,1.8455310898723942,32.650152986595444
400,100,40,96.0937960248915,2.4341431709523604,38.437518409956596
401,100,40,96.49332419824847,2.830816489562545,38.59732967929939
402,100,40,83.21248919475909,1.5613405239031222,33.28499567790364
403,100,40,50.38771390865818,2.977838501588109,20.155085563463274
404,100,40,55.22056073769705,2.7406318161876673,22.088224295078817
405,100,40,92.89712658872081,2.6424931744405473,37.15885063548833
406,100,40,54.235705818540076,2.537044340567687,21.694282327416033
407,100,40,60.67595904275332,2.6554108333708175,24.27038361710133
408,100,40,61.52733401108259,2.991893034060819,24.610933604433036
409,100,40,80.01173848899523,2.655286945668811,32.00469539559809
410,100,40,78.83163989418821,2.0274011770024902,31.532655957675285
411,100,40,64.47087617102001,2.4208827794002548,25.788350468408005
412,100,40,60.380568278422146,2.0053845242397537,24.152227311368858
413,100,40,88.22660149287378,2.955098164885006,35.29064059714951
414,100,40,96.7728077802988,2.8502095992385508,38.70912311211952
415,100,40,52.64028399582193,2.3514303411942428,21.056113598328775
416,100,40,56.65902313524314,2.6719106317401735,22.663609254097253
417,100,40,82.10819943528537,2.864530414457646,32.843279774114144
418,100,40,90.22207258357128,1.8654003954848388,36.08882903342851
419,100,40,89.55943343881998,2.369222785393207,35.82377337552799
420,100,40,85.98415765413446,2.2225744788788226,34.39366306165378
421,100,40,94.3713977249046,2.657387032264412,37.74855908996184
422,100,40,60.86744397854064,2.068623782000743,24.34697759141626
423,100,40,55.36454732459735,2.5634694595622873,22.145818929838942
424,100,40,80.76814850456842,2.1044896335176064,32.307259401827366
425,100,40,91.11379457617161,1.6666122969667563,36.445517830468646
426,100,40,79.10217892402866,1.6606821474124758,31.640871569611466
427,100,40,98.1498743729453,1.678584486829781,39.25994974917812
428,100,40,89.77822306958947,1.5487798138982427,35.91128922783579
429,100,40,85.03959004546304,2.299459757395158,34.01583601818522
430,100,40,53.01286454358668,2.5078540229756023,21.205145817434673
431,100,40,55.387111936584105,1.6900926027385343,22.154844774633645
432,100,40,89.24188162955971,2.4177870003324182,35.696752651823886
433,100,40,59.911896278851465,2.396610117386868,23.964758511540584
434,100,40,51.441758803949526,1.7206410770952936,20.57670352157981
435,100,40,95.53803428734824,2.106123899941895,38.215213714939296
436,100,40,94.5402686850617,2.632703564656476,37.81610747402468
437,100,40,60.92419136157459,1.5251340383280172,24.36967654462984
438,100,40,89.01031290364773,1.7204218258475823,35.60412516145909
439,100,40,52.39898306058275,2.993742561487117,20.9595932242331
440,100,40,64.25290019116315,2.6003173457235893,25.70116007646526
441,100,40,81.18334541283124,2.196195418828884,32.473338165132496
442,100,40,88.15894980791927,2.444702118137438,35.26357992316771
443,100,40,50.519959439409476,2.769331455897712,20.207983775763793
444,100,40,66.3104306636872,2.763456878330455,26.52417226547488
445,100,40,60.7172780031837,1.9870521531918106,24.286911201273483
446,100,40,99.93902028743618,2.236937133817836,39.97560811497447
447,100,40,83.54911161926175,2.4570826447479654,33.4196446477047
448,100,40,70.28357264398718,1.6078453747719061,28.11342905759487
449,100,40,53.78263009903425,2.9186948990861286,21.513052039613697
450,100,40,79.93351287534819,2.1491127384935593,31.973405150139275
451,100,40,82.08507354680322,2.0562934908868904,32.834029418721286
452,100,40,90.82029637515676,2.8606505421747386,36.328118550062705
453,100,40,64.42884264596817,1.677429973129657,25.77153705838727
454,100,40,99.07140402400482,1.5588911960806628,39.628561609601924
